PMID	NUM_SENT	MENTION_INI	MENTION_END	MENTION_TEXT	MENTION_TYPE	MENTION_ID	SENTENCE
22806605	7	153	158	H(2)O	Chemical	CHEBI:33813	While ECMO duration was similar between groups, cPH patients required significantly higher PVP (30.0 vs. 25.0 cmH(2)O, p = 0.01) and MAP (11.5 vs. 9.0 cmH(2)O, p = 0.02) for ECMO decannulation.
22806605	8	40	45	H(2)O	Chemical	CHEBI:33813	Post-ECMO, maximum PVP (50.0 vs. 26.0 cmH(2)O, p < 0.001), MAP (18.1 vs. 12.0, p = 0.001), HFV requirement (90 vs. 10 %, p < 0.001), and ventilator time (35.7 vs. 20 days, p < 0.001) increased significantly for cPH patients.
22806605	8	91	94	HFV	Chemical		Post-ECMO, maximum PVP (50.0 vs. 26.0 cmH(2)O, p < 0.001), MAP (18.1 vs. 12.0, p = 0.001), HFV requirement (90 vs. 10 %, p < 0.001), and ventilator time (35.7 vs. 20 days, p < 0.001) increased significantly for cPH patients.
16424409	0	4	14	Salmeterol	Chemical	C057823	The Salmeterol Multicenter Asthma Research Trial: a comparison of usual pharmacotherapy for asthma or usual pharmacotherapy plus salmeterol.
16424409	0	129	139	salmeterol	Chemical	C057823	The Salmeterol Multicenter Asthma Research Trial: a comparison of usual pharmacotherapy for asthma or usual pharmacotherapy plus salmeterol.
16424409	1	42	62	salmeterol xinafoate	Chemical	C057823	STUDY OBJECTIVE: To compare the safety of salmeterol xinafoate or placebo added to usual asthma care.
16424409	4	13	22	telephone	Chemical		Follow-up by telephone was scheduled every 4 weeks.
16424409	7	15	25	Salmeterol	Chemical	C057823	INTERVENTIONS: Salmeterol, 42 mug bid via metered-dose inhaler (MDI), and placebo bid via MDI.
16424409	9	143	153	salmeterol	Chemical	C057823	The occurrence of the primary outcome, respiratory-related deaths, or life-threatening experiences was low and not significantly different for salmeterol vs placebo (50 vs 36; relative risk [RR] = 1.40; 95% confidence interval [CI], 0.91 to 2.14).
16424409	10	318	328	salmeterol	Chemical	C057823	There was a small, significant increase in respiratory-related deaths (24 vs 11; RR, 2.16; 95% CI, 1.06 to 4.41) and asthma-related deaths (13 vs 3; RR, 4.37; 95% CI, 1.25 to 15.34), and in combined asthma-related deaths or life-threatening experiences (37 vs 22; RR, 1.71; 95% CI, 1.01 to 2.89) in subjects receiving salmeterol vs placebo.
16424409	11	304	314	salmeterol	Chemical	C057823	The imbalance occurred largely in the African-American subpopulation: respiratory-related deaths or life-threatening experiences (20 vs 5; RR, 4.10; 95% CI, 1.54 to 10.90) and combined asthma-related deaths or life-threatening experiences (19 vs 4; RR, 4.92; 95% CI, 1.68 to 14.45) in subjects receiving salmeterol vs placebo.
16424409	13	208	218	salmeterol	Chemical	C057823	There were small, but statistically significant increases in respiratory-related and asthma-related deaths and combined asthma-related deaths or life-threatening experiences in the total population receiving salmeterol.
17182642	7	155	169	organochlorine	Chemical		RESULTS: Among farmers, handling silage (OR = 1.41, 95% CI 1.10 to 1.82), high pesticide exposure events (OR = 1.75, 95% CI 1.39 to 2.21), and ever use of organochlorine (OR = 1.34, 95% CI 1.04 to 1.74) and carbamate pesticides (OR = 1.32, 95% CI 1.03 to 1.68) were associated with farmer's lung in mutually-adjusted models.
17182642	7	207	216	carbamate	Chemical	CHEBI:28616	RESULTS: Among farmers, handling silage (OR = 1.41, 95% CI 1.10 to 1.82), high pesticide exposure events (OR = 1.75, 95% CI 1.39 to 2.21), and ever use of organochlorine (OR = 1.34, 95% CI 1.04 to 1.74) and carbamate pesticides (OR = 1.32, 95% CI 1.03 to 1.68) were associated with farmer's lung in mutually-adjusted models.
17182642	8	17	20	DDT	Chemical	D003634	The insecticides DDT, lindane, and aldicarb were positively associated with farmer's lung among farmers.
17182642	8	22	29	lindane	Chemical	D001556	The insecticides DDT, lindane, and aldicarb were positively associated with farmer's lung among farmers.
17182642	10	144	158	organochlorine	Chemical		The occupational data were more limited for spouses; however, we saw similar associations for dairy cattle (OR = 1.50, 95% CI 0.72 to 3.14) and organochlorine pesticides (OR = 1.29, 95% CI 0.64 to 2.59).
17182642	11	130	144	organochlorine	Chemical		CONCLUSION: While historic farm exposures may contribute to the observed associations with pesticides, these results suggest that organochlorine and carbamate pesticides should be further evaluated as potential risk factors for farmer's lung
17182642	11	149	158	carbamate	Chemical	CHEBI:28616	CONCLUSION: While historic farm exposures may contribute to the observed associations with pesticides, these results suggest that organochlorine and carbamate pesticides should be further evaluated as potential risk factors for farmer's lung
12810655	0	36	48	telomestatin	Chemical	C431888	The different biological effects of telomestatin and TMPyP4 can be attributed to their selectivity for interaction with intramolecular or intermolecular G-quadruplex structures.
12810655	0	53	59	TMPyP4	Chemical	C021096	The different biological effects of telomestatin and TMPyP4 can be attributed to their selectivity for interaction with intramolecular or intermolecular G-quadruplex structures.
12810655	4	0	12	Telomestatin	Chemical	C431888	Telomestatin is a natural product isolated from Streptomyces anulatus 3533-SV4 and has been shown to be a very potent telomerase inhibitor through its G-quadruplex interaction.
12810655	5	26	38	telomestatin	Chemical	C431888	We have demonstrated that telomestatin interacts preferentially with intramolecular versus intermolecular G-quadruplex structures and also has a 70-fold selectivity for intramolecular G-quadruplex structures over duplex DNA.
12810655	6	0	12	Telomestatin	Chemical	C431888	Telomestatin is able to stabilize G-quadruplex structures that are formed from duplex human telomeric DNA as well as from single-stranded DNA.
12810655	7	13	25	telomestatin	Chemical	C431888	Importantly, telomestatin stabilizes these G-quadruplex structures in the absence of monovalent cations, which is a unique characteristic among G-quadruplex-interactive compounds.
12810655	8	32	44	telomestatin	Chemical	C431888	At noncytotoxic concentrations, telomestatin suppresses the proliferation of telomerase-positive cells within several weeks.
12810655	9	13	19	TMPyP4	Chemical	C021096	In contrast, TMPyP4, a compound that preferentially facilitates the formation of intermolecular G-quadruplex structures, suppresses the proliferation of alternative lengthening of telomeres (ALT)-positive cells as well as telomerase-positive cells.
12810655	10	31	37	TMPyP4	Chemical	C021096	We have also demonstrated that TMPyP4 induces anaphase bridges in sea urchin embryos, whereas telomestatin did not have this effect, leading us to conclude that the selectivity of telomestatin for intramolecular G-quadruplex structures and TMPyP4 for intermolecular G-quadruplex structures is important in mediating different biological effects: stabilization of intramolecular G-quadruplex structures produces telomerase inhibition and accelerated telomere shortening, whereas facilitation of the formation of intermolecular G-quadruplex structures induces the formation of anaphase bridges.
12810655	10	94	106	telomestatin	Chemical	C431888	We have also demonstrated that TMPyP4 induces anaphase bridges in sea urchin embryos, whereas telomestatin did not have this effect, leading us to conclude that the selectivity of telomestatin for intramolecular G-quadruplex structures and TMPyP4 for intermolecular G-quadruplex structures is important in mediating different biological effects: stabilization of intramolecular G-quadruplex structures produces telomerase inhibition and accelerated telomere shortening, whereas facilitation of the formation of intermolecular G-quadruplex structures induces the formation of anaphase bridges.
12810655	10	180	192	telomestatin	Chemical	C431888	We have also demonstrated that TMPyP4 induces anaphase bridges in sea urchin embryos, whereas telomestatin did not have this effect, leading us to conclude that the selectivity of telomestatin for intramolecular G-quadruplex structures and TMPyP4 for intermolecular G-quadruplex structures is important in mediating different biological effects: stabilization of intramolecular G-quadruplex structures produces telomerase inhibition and accelerated telomere shortening, whereas facilitation of the formation of intermolecular G-quadruplex structures induces the formation of anaphase bridges.
12810655	10	240	246	TMPyP4	Chemical	C021096	We have also demonstrated that TMPyP4 induces anaphase bridges in sea urchin embryos, whereas telomestatin did not have this effect, leading us to conclude that the selectivity of telomestatin for intramolecular G-quadruplex structures and TMPyP4 for intermolecular G-quadruplex structures is important in mediating different biological effects: stabilization of intramolecular G-quadruplex structures produces telomerase inhibition and accelerated telomere shortening, whereas facilitation of the formation of intermolecular G-quadruplex structures induces the formation of anaphase bridges.
14757441	1	38	55	amino acid serine	Chemical		PBK/TOPK is a recently identified 322 amino acid serine/threonine kinase that is phosphorylated during mitosis and may include p38 MAPK among its targets.
14757441	1	56	65	threonine	Chemical	CHEBI:26986	PBK/TOPK is a recently identified 322 amino acid serine/threonine kinase that is phosphorylated during mitosis and may include p38 MAPK among its targets.
14757441	5	72	85	phorbol ester	Chemical	CHEBI:37532	Furthermore, when HL-60 myeloid leukemic cells were differentiated with phorbol ester (TPA), PBK/TOPK protein expression was strongly down-regulated by 24 h. Under these same conditions, phosphorylated c-Myc was rapidly down-regulated (by 4 h), while the levels of cyclin D1 and phosphorylated p38 were constant.
14757441	5	87	90	TPA	Chemical	CHEBI:61432	Furthermore, when HL-60 myeloid leukemic cells were differentiated with phorbol ester (TPA), PBK/TOPK protein expression was strongly down-regulated by 24 h. Under these same conditions, phosphorylated c-Myc was rapidly down-regulated (by 4 h), while the levels of cyclin D1 and phosphorylated p38 were constant.
1968727	0	0	10	Nimodipine	Chemical	D009553	Nimodipine versus terfenadine in the treatment of physical stimulus-induced urticaria.
1968727	0	18	29	terfenadine	Chemical	D016593	Nimodipine versus terfenadine in the treatment of physical stimulus-induced urticaria.
1968727	1	40	47	calcium	Chemical	D002118	Basophil and mastocyte degranulation is calcium-dependent.
1968727	2	0	7	Calcium	Chemical	D002118	Calcium-antagonists can inhibit synthesis of and release in vitro some mediators in various types of cells.
1968727	3	167	174	calcium	Chemical	D002118	Both immunologically stimulated and non-immunologically stimulated release of material from basophils isolated from normal and allergic subjects can be antagonized by calcium blockers.
1968727	4	83	93	nimodipine	Chemical	D009553	The present study was aimed at testing the therapeutic effects and side effects of nimodipine therapy, a new dihydropyridine anti-calcium derivative for physical stimulus-induced urticaria, in comparison with a standard H1-antihistamine therapy.
1968727	4	109	124	dihydropyridine	Chemical	C038806	The present study was aimed at testing the therapeutic effects and side effects of nimodipine therapy, a new dihydropyridine anti-calcium derivative for physical stimulus-induced urticaria, in comparison with a standard H1-antihistamine therapy.
1968727	4	130	137	calcium	Chemical	D002118	The present study was aimed at testing the therapeutic effects and side effects of nimodipine therapy, a new dihydropyridine anti-calcium derivative for physical stimulus-induced urticaria, in comparison with a standard H1-antihistamine therapy.
1968727	4	220	236	H1-antihistamine	Chemical		The present study was aimed at testing the therapeutic effects and side effects of nimodipine therapy, a new dihydropyridine anti-calcium derivative for physical stimulus-induced urticaria, in comparison with a standard H1-antihistamine therapy.
1968727	5	103	113	nimodipine	Chemical	D009553	The study was done in 32 outpatients who had physical stimulus-induced urticaria: 20 patients received nimodipine three times a day in a daily dose of 180 mg, 12 patients were treated with terfenadine in a dose of 120 mg.
1968727	5	189	200	terfenadine	Chemical	D016593	The study was done in 32 outpatients who had physical stimulus-induced urticaria: 20 patients received nimodipine three times a day in a daily dose of 180 mg, 12 patients were treated with terfenadine in a dose of 120 mg.
